"# 文本key","文本value"
"string","string"
"a3c98bd81f4f837493b970998332741f","Вы свободны, можете мне помочь? "
"53bff9f8ae3b46036031a3c8f3419858","Недавно я собираюсь сделать новую партию доспехов, поэтому мне нужна новая партия чертежей"
"23f6a483a1625838148ea905117ac3a7","Вы хотите помочь вам найти чертежи? "
"9c44832011e1531c5dcee6f573f035ba","Неплохо, можешь достать мне чертеж Сяоинли? "
"a0c2744b89c2dfc5a0fb54cb55c7a80a","Просто подожди здесь, я скоро вернусь! "
"b7b81ee206c917514dd48898474af08a","Нищий передо мной выглядел полумертвым. "
"4fc0889c9712ad9fb2c242bc06382f85","Ой...Я умру! "
"28a4d21f77d406beb67e52b78602e59f","Я не ел несколько дней. Если я не буду есть, я умру..."
"f88b3fb858e81ff7563f6201643ba413","Хотите, чтобы я дал вам что-нибудь поесть? "
"4092af23348949963c64e9bb10b1cd48","Спасибо, сэр. Просто принеси мне немного жареного мяса."
"97876e9cfe88710d91f1d4e8d29acc7f","Ладно, подождите минутку. "
"a6f83e8765cbb8f3b8f45dee5a044189","Спасибо большое, я запомню вашу доброту! "
"85e23794b32a40817a46f1c329d95913","Наконец-то есть что-то поесть..."
"fb6778dd6c08442da3321925e8c47ba4","Я принесу приготовленное мясо и вернусь к тебе! "
"3e51547f6b6468c69b98fdee2d4164ae"," (Вонючих нищих не стоит спасать)"
"ddc3a72517eb7988200da42b2192409e","Ой...мой животик..."
"d5f3100e5df1214963db8be6fee4f66a","Лучше пожелать тебе удачи! "
"dd9140c7500098841504a0378b7735b3","Чёрт возьми...Я умру! "
"c2ba4ebdc24df4cf4450660a8bb7617c","Что с тобой не так? "
"f2960c0c035b8580d06c168fb2a32371","Я увидела, что я такая молочная! Она машет мне! "
"076ed25b6cbce80182b895687084dba3","Мне кажется, ты потерял сознание от голода! "
"1735c5b69820c830140d1fe36c998708","Тогда, пожалуйста, будьте добры и дайте мне немного еды! "
"a03acdb57bfd96b84096038f08fa6449","Я не ожидал, что ты посочувствуешь такому нищему, как я, это здорово! "
"7ed0106d1d800d2d928565a48682c937","Это не мое дело, продолжай голодать! "
"6242c5b730cc0e1eed830da27ada0425","Молодой человек, можете ли вы помочь мне найти материалы для ковки? "
"0e28c12a5e0a4688845521e1c3771afc","Ты разве не кузнец? Зачем вам нужна помощь других в поиске этих вещей? "
"9e23c9a5023ddcc48e545bafa0060b62","Вы, возможно, не знаете, что в последнее время поступило слишком много заказов, и я немного ошеломлен. Молодой человек, пожалуйста, помогите мне! "
"1311d8b8455ad32fe32032be98d0c690","Большое спасибо, молодой человек! Тогда я буду ждать ваших хороших новостей здесь! "
"6b5d44a954e7ed20e6159f0a3a86c180","Хорошо. "
"b87c7594f43120746721ac58ea83fa36","Эй! Пожалуйста, подойдите сюда! "
"6eda38fc19749cfa86a761e4a7138a8b","Можно ли достать материалы для ковки? "
"133819f5a2e4a6ad22ef33e87a96a7a5","Да, но почему вы спрашиваете? "
"2e46c8103beb8397f00cd6fe1a6b0fc2","Мне это нужно, так что, раз уж ты можешь это достать, пожалуйста, помоги мне! "
"e0dc284e27030b9114396f004f8a8e87","Ладно, уговорил."
"b9edffb32a186d4f75519bf0df55d117","Погодите-ка, молодой человек! "
"6e3d5182f015ffe919e11845eb8e4811","Молодой человек, можете ли вы помочь мне найти материалы для ковки доспехов? "
"f68c1684191d9f3a17e1844b062cc8de","Ты разве не ткач? Зачем вам нужна помощь других в поиске этих вещей? "
"881bfae09f9576534e6122c70f294532","В последнее время бизнес процветает, и многие материалы заканчиваются. Поэтому я хотел бы попросить вас помочь мне их достать! "
"6e721b118ec4f6878471e49eb637e43d","Большое спасибо, молодой человек! Тогда я буду ждать ваших новостей здесь! "
"ca0783cecbbcbdc9f145fffd646ee630","Ладно, тогда извините за беспокойство. "
"54a39a3e4f3434115c991d51c2d80117","Эй, эй, эй, я с тобой разговариваю! "
"5dfc6ac8bcbaafa98e6e34915fed8eb9","Можешь ли ты достать мне материалы для ковки доспехов? "
"682b5bcbc24d60a28097c2422483a8be","Хорошо, но почему ты спрашиваешь? "
"c8211e07d584f7aa60d82498007ee408","Я сейчас слишком занят, поэтому хотел бы попросить тебя помочь мне собрать немного! Это нормально? "
"eaa9c5c2f1eff446cba2a2793a20fc0b","Да"
"8fb4ed654c8d8acd1b41dcc02a990d0c","Фермер сказал, что вы меня искали"
"b572c4d7f70d10830067e7bc8398302a","Знаете ли вы что-нибудь о потере памяти?"
"1b897788218d0286ec2ab885896e653e","Некоторые люди теряют память после тяжёлых испытаний. Они расстроены и многое забывают. Что в этом такого?' Вы знаете кого-нибудь с таким заболеванием?"
"06a1d0faaead36bed5db56b92699fcf2","Ну, этим кем-то был бы я."
"8e3a039fa04f613fa81c1d69eed192d5","Мои медицинские навыки ограничены. Я не вижу у вас никаких проблем. Боюсь, я не смогу вам сильно помочь. Но не теряйте надежды. Это большой мир. Я уверен, что вы встретите замечательных людей, которые помогут вам во всём разобраться."
"103b6995cfb11e0e712e444b7e89eaf4","Думаю, на этом всё"
"a2a1070d24647bf17c3ac41f78a955cf","Извините, я больше ничем не могу вам помочь. Вот, возьмите эти две вещи."
"e7b2f894f0ee730956e1b4bd02a3932f","{0}{1}, управляющий деревенской клиникой, не смог помочь мне с потерей памяти. Перед уходом {0}{1} дал мне одежду. Когда я шёл по дороге, одетый в эту единственную вещь, я не мог не чувствовать себя потерянным. Кто я такой?"
"ea8797598fb622840ce01642cbae347f","По правде говоря, у меня есть приятель.."
"bb2a6e3692f52755a6309e559f8e4713","Несколько дней назад из столицы приехал чиновник и попросил меня приготовить лучшие блюда. Блюда легко приготовить, но ингредиенты труднодоступны. "
"284c688e65d364e89d455e64915ad323","Хочешь, я помогу тебе собрать ингредиенты? "
"3dbaf493241d595281f9d4a6ccbb0044","Да, список здесь. Можете ли вы мне с этим помочь? "
"02c435541b72feab128443dee0f9dbc8","Есть ли у вас доступ к некоторым премиальным ингредиентам? Список здесь! "
"47c1e13f736590588a3e5f5bde64f1d0","Эти высококачественные ингредиенты трудно достать! "
"ee9b628c0b43e00e617580570b672ff5","Я знаю, это просто человек, который хочет попробовать что-то новое! Вы можете это сделать? "
"a9fe9b213b44bf8d9c556846b417b7d3","Мое мастерство не очень хорошее, и я всегда хотел его улучшить, но у меня нет возможности это сделать. Теперь я очень расстроен. "
"8a1b98a6fb2913beb1e5fa0173cb76dd","Интересно, будет ли неудобно делиться небольшим опытом на официальном сайте? "
"b4fc4ebd4bbd57c1151865eabff5d096","Большое спасибо, сэр! Я знал, что ты добросердечный герой! "
"7651b61ecd9bf1f450ecdd9cc4266f27","Мое мастерство не очень хорошее, и я всегда хотел его улучшить. Я хотел бы попросить вас об одолжении! "
"2390add02c39529cb95497cb0ca143fe","Вы приходите ко мне за такими вещами? "
"6c27425356f7f36ec5793d2b2f72b72b","Конечно, я знаю, что у тебя скрытый талант. Пожалуйста, помогите мне научить вас нескольким трюкам. "
"57fb80f0d1884a75257939d362159fc0"," (Согласен)"
"abd3ab7f5147eeb6c7f82c2cd4e371ff","Ладно, начнем. Я буду ждать тебя здесь. "
"04e4b519393eca844a8996b6b795b801","Молодой человек, подождите минутку! "
"c1cfab6e11e73404b824c6d75ea053de","Можете ли вы научить меня ковать оружие? "
"98d131768f0b209056c6af10179ced7a","？？"
"8af64e00754ddb6039bb7d70bb299bd6","Я знаю, что ты эксперт в ковке, просто дай мне совет! "
"2b66ba97ea5f6986aa3d104d679f361a","Ладно, раз уж ты меня узнал. "
"995ed9cd6e020c2fb692d44f43c5656b","Эй, эй, эй! Ты слышишь меня? "
"4fbe314f3164c5219d05dc4139e9ac94","Я вижу, у тебя есть навыки кузнечного дела, научи меня нескольким трюкам! "
"0086c8c76955024fd838e3382b04c01c","Откуда вы это знаете? "
"5355e41ef670d2c21a4d6437c5da9570","Мы, эксперты, можем заметить такие вещи с первого взгляда. Научить играть двумя руками? "
"6e69f37eda3ec99b7d6b3c1a54555916","Раз вы так добры ко мне, хорошо. "
"5c38f7f16c73e64f93c85fdfbdf65787","Хорошо, дай мне знать, когда начнётся. "
"71dec1018eb53d19fd9e1c95999c33a1","Покажите нам свои навыки прямо сейчас! "
"45a1c27f2856f3682ee759b0ad7b3078","Молодой человек, можете ли вы выслушать меня и сказать несколько слов? "
"547e8d836ce82b72e0089b5d3813ff4b","Я вижу, что вы обладаете некоторыми медицинскими навыками, поэтому я хотел бы попросить у вас совета. "
"a3a42807d814b444fd432acbb5774e78","Я совсем немного знаю о медицине! "
"5d98ea05c449eeb241ea8643448d9273","Нет проблем. Если Вам будет удобно, не могли бы Вы поделиться со мной своим опытом в изготовлении лекарств? "
"6918f859f328a722042afa1538db4d56","Вы можете мне помочь? "
"7c1fa56e99ce07a9e7f8d60b39def0e5","Поскольку вы обладаете некоторыми медицинскими навыками, как насчет того, чтобы передать часть своего опыта мне? "
"8f1830d716b367b8e54ab8a52db06a51","Почему я должен вам помочь? "
"bd2820154030c4b73e506d477823895b","Не отказывайся пока, я обязательно тебя хорошо вознагражу! "
"147dabf0ffb3a28752b6eb34a37882b5","Тогда скажи мне, когда начнешь! "
"b75f0684150123a1c4578edd9ec78d43","Можете ли вы научить меня ковать доспехи? "
"fa79d514bb4a46d873a4dbf56cfe35c5","Я тоже не ткач. "
"cb5fbaf24570d7f4543cd5f5c6e030f1","Все в порядке"
"40085a2607127e2c77a0445e81cbb667","Я вижу, что ты тоже мастер боевых искусств. Не могли бы вы научить меня некоторым своим боксерским навыкам? "
"1334124e0fe4f62a5826bd7edc09f994","Это может быть..."
"91f30d7b07fcf053193e32be42e9bc7b","Я хочу улучшить свои навыки выживания, поэтому я также хочу научиться нескольким трюкам. Конечно, будет много благодарностей. "
"f503fbb1bac1b335c54227d300a8a990","Вы тоже мастер боевых искусств? "
"da6e3ca620875d14f307e7191d9eeb60","И что? "
"132cd198cd096e7f8ce59a563177f006","Это здорово, я тоже хочу научиться нескольким трюкам. Не могли бы вы дать несколько советов по боксу? "
"93ebc176588b8d4b6f88fc58f865778f","Я хочу улучшить свои навыки приема пищи. Вы не останетесь без благодарности, как вам такое? "
"ee5bf9c9e81bac1d455a827b1b2e399b","Когда вам будет удобно, просто дайте мне знать, и я буду ждать вас здесь. "
"27dcedd9223916e4f4c1d411eb3ab4f4","Спасибо! "
"d19b771e311bc6728a56c9de84a54448","Я вижу, что ты тоже мастер боевых искусств. Не могли бы вы научить меня некоторым вашим техникам работы с ладонями? "
"feac8c96fb04d7de3f8e005502c0f3bb","Это здорово, я тоже хочу научиться нескольким трюкам. Не могли бы вы дать мне несколько советов по технике работы с ладонями? "
"9680ed633407f0997ebd5825450dbf75","Я вижу, что ты тоже мастер боевых искусств. Не могли бы вы научить меня некоторым своим приемам работы ногами? "
"beee99bf0cbc14e340c72b2d8749fca5","Это здорово, я тоже хочу научиться нескольким трюкам. Не могли бы вы дать несколько советов по технике ног? "
"b133740bca22c55232359689f80dd0fb","Теперь у тебя нет собственного дома, в котором можно жить. Если твоя энергия и кровь истощены и твои меридианы снова повреждены, у тебя будут внутренние повреждения…"
"3dba9c7be52ece5181581ea1db7c130a","Что мне тогда делать?"
"db5a3407dd61bca1329fb0a52f663afa","Вы можете восстановить силы, поспав. Вот, возьмите эту дикую траву. Пока что обойдитесь бамбуковым ковриком. Позже вы сможете построить свой собственный дом."
"2c990856897c1ab6ef75035c049de5b9","После получения некоторых материалов вы можете нажать на предмет производства в рюкзаке, чтобы выбрать соломенный коврик для производства."
"d534c7f91072371d085ddaff73e26e34","{0}{1} из деревни Тяньпин в последнее время доставали его обезьяны. Они каждый день крали его вино и переворачивали всё вверх дном. Чтобы такого большого парня запугивали обезьяны.. какой неудачник. Лучше бы он уехал."
"77eedcfa63ec7aceb0d4cf73d7a4a393","Ты сам по себе"
"c939b1679bbe5b341db536e8d0144eb4","Пожалуйста, смилуйся! Я понятия не имел, что это твоя земля. Пожалуйста, пощади меня."
"4f025f95e25d7aac2a08273a7983a10d","Требуй деньги, пощади его жизнь."
"c6d64bc6a256a9b86dd9bd005ea4b00e","Спасибо, спасибо вам, Господин! Это всё, что у меня есть. Можете забрать всё это."
"393461ff7ef852d3c33d7226f4087d4c","А ваш дом?"
"9fcc71fff45b65f887ed5ca4bf44f37e","Да, да, у меня есть хижина. Пожалуйста, берите её, если она вам по душе."
"1d076bb1947b93d572de3a1cef9ca941","А ваша дочь?"
"765aefb3379e29ee49f52a68703dd2ce","По его спине пробегает холодок. Фермер вздрагивает."
"bdd0588700667fdfe7e1eb1128dcfcb9","Пожалуйста, Господин. Она мне дороже всех на свете. Умоляю вас, пожалуйста, смилуйтесь."
"6ee45bb93ab563ea627e92c086920f49","Хи-хи-хи"
"6bbbff6d17e570958011922763125723","Хватит нести чушь. Твоя жизнь? Или твои близкие?"
"1eadf726c5aac27352f6a7bfa4b90c56","Убей меня. Убей меня! Я не могу позволить тебе забрать её, бандит!"
"8ae0723720e4c93cbe67a0c405e6086e","Сними с него голову."
"7bb2a33cc1063d67efeca541aa6a1fe8","Ты дьявол! Тебя ждёт божественное наказание!!"
"14fff0f9920a723d53774be59dffed7a","Я забрал всё, что есть у {0}{1}. Ах, какой восторг! Возможно, мне всё-таки не стоит беспокоиться о своём прошлом. Лучше жить настоящим!"
"863ccd76c33d9d8c0c82afea355b69b7","Сломай ему конечности."
"ca7d16201d723a8c3fe9dac76b44c0bd","Ублюдок! Я буду отомщён!"
"bc26895109accf95445119929d8aa662","В конце концов, я не дьявол."
"77e2b9973c6aa8ced8bed4b07918f21d","Захватил собственность"
"df760e308c68eec0230ad51499fb09df","Спасибо, Господин, спасибо. Нам сюда, в деревню."
"70191d5be4af2f0983b9466c60ea4c6d","Отпустите его"
"d48ab762d7707dfb3f0b4be2f7816a8a","Пощади его хоть раз. Другого раза не будет."
"7192b7849beb33fef42ac025e9939e30","Я просто шутил."
"abf858fe70ad4ab3bd919782c4ec392d","Фермер чувствует, как по спине пробегает холодок, когда он видит твоё непредсказуемое настроение."
"5dc1c715c005bbf27a70cf78fde8b7f2","Где эта деревня, о которой ты говорил?"
"32e60646621173e3b728a839548bed0b","В ту сторону"
"1c95403de8f5fe2ebfb35d0530204b96","Должно быть, ты тот герой, о котором говорил охотник. Увы, после твоего ухода с ним случилось несчастье. Он попросил меня отдать тебе эти вещи, если ты когда-нибудь вернёшься, чтобы ты не помогал ему разбираться с этими обезьянами просто так."
"d8b8113412ef4684b1a29bc34cab6845","Принять"
"93045fbe58a987b0e61ae80d7747cb7b","Поскольку он умер, лучше, чтобы его вещи остались с ним"
"ac2ad5905f421e1a779d72d8025ec6ef","Охотнику повезло, что у него был такой верный друг, как ты. Да упокоится он с миром."
"ed404c9640d51145490d3cd6744bbaf3","Они приветствуют меня. Я заработал репутацию верного."
"51b4d0ea4b9f4ad62b243703dfb7ebd7","Тебе следует следить за своими словами и поступками, дитя. Лучше всего относиться к другим с добротой, иначе ты не знаешь, когда можешь нажить себе врагов."
"7e836520701951fe62b311ed45e0476a","Извинись"
"30f5820ceb7e1a6defb251604e7c8d4d","Я не буду придавать этому значения. Вот деревня. Иди найди клинику и обработай свои раны."
"691e8b0a2023cfd6b28912d571c88b44","Вот такой я есть! !"
"a756d3659afa66bebf18758ede3da59c","Ну, как хочешь."
"b8940c8ba5f258d5c65184f4b897c003","Не стоит наживать себе ненужных врагов. Даже у моего терпения есть предел. Иди обработай свои раны в клинике. Не будь таким безрассудным в будущем!"
"9a3aa60039f359d804e9936a6fc9e01b","Слава богу, я был рядом и вовремя спас тебя."
"5ac3370172c3fe1ec0f5482ef8ea12f6","На меня напали бандиты, когда я путешествовал по дикой местности. К счастью, вмешался мастер по имени {0}{1} и спас меня от опасности. Поговорив с ним, я узнал, что бывший Чемпион тоже страдал от потери памяти. Возможно, я смог бы узнать правду о своём происхождении, если бы стал Чемпионом? Я должен спросить {0}{1} о сектах, когда у меня будет время."
"d48adcb46e1336fed8c6b347f48469b8","Ты в порядке?"
"124c92147cf9b4afb05714fd24e296fa","Спасибо, добрый господин. Позвольте мне вернуть этот долг в будущем. Могу я узнать, кому я обязан?"
"bd8da8bb04cce55fdf6541587220cc37","Ах, я всего лишь ничтожество. По воле судьбы наши пути пересеклись, и я пришёл тебе на помощь. Присядь, я сначала обработаю твои раны."
"b8c17d0ea4192af8f952b652908d86a7","мне уже намного лучше."
"63a39f173759005e08db62c9396a0d90","Я чувствую глубокое внутреннее кунг-фу. Вы, должно быть, очень знамениты."
"eaa4e6da467014fe12052541d2661593","Мне любопытно, почему ты придаёшь мне такое значение."
"d397e0e3689df754a18f06bf0550d473","Ах, похоже, ты не осознаёшь свой природный талант к кунг-фу. Вундеркинд, каких один на миллион. Я не мог не поддаться твоему потенциалу. Вот почему я пришёл спасти тебя. Так между нами возникла связь."
"93c8d0121f9bb99f66e28ff12f255f02","Интересно, слышали ли вы о потере памяти."
"89432e14b3b18a93aa98b1245a27ae77","Во время своих путешествий я действительно кое-что слышал об этом странном недуге. Ходят слухи, что бывший чемпион тоже страдал от него, но никто не знает, как его вылечили."
"da4b85743e76d677a9d73f3145c93405","Вы что-нибудь знаете о грузовом судне, которое принесло меня сюда?"
"cccc16a24ce75385e9a0c2b1a5c9fece","Таинственное грузовое судно связано с секретной силой в мире кунг-фу. Это имеет далеко идущие последствия, о которых даже Чемпионы не решаются говорить. Чемпионы также связаны с потерей вашей памяти. Похоже, у вас нет другого выбора, кроме как стать Чемпионом, если вы хотите узнать больше."
"1ac90d2d1823e68df5ff6f5ccbf446f0","думаю, мне придётся пока оставить это."
"258e9dc0192854e3f1418ba9a922eb9b","Твой кунг-фу впечатляет. Интересно, откуда ты родом."
"3fa155082672633613255fb5aa903d97","Ха-ха-ха, я всего лишь одинокий странник в этом мире. Во мне нет ничего впечатляющего."
"504d28ae4e364f149155a08143ac37ff","Спасибо, что помог мне. Не мог бы ты научить меня парочке движений?"
"2ea3b742695701f7db50b0b204596697","Ха-ха-ха, я привык к спокойной жизни. Преподавание — это не моё. Скорее всего, я направлю вас по ложному следу."
"ce4f62c041a9370985403ee65eecc416","Я действительно это имею в виду. Пожалуйста, не могли бы вы выполнить мою просьбу?"
"d531c57f9f5c565c84b0d1c172802dbb","Ха-ха-ха, хорошо, хорошо. Меня действительно заинтриговал ваш природный талант. С моей стороны было бы неискренне притворяться, что это не так. Возможно, я смогу научить вас нескольким приёмам, но мои знания могут вам не подойти. Я не хочу портить такую прекрасную жемчужину, как вы. В этом мире есть много престижных сект, каждая из которых обладает своими глубокими знаниями. Мои познания ограничены, но я могу вкратце рассказать вам об этих сектах. Не стесняйтесь спрашивать меня, если вам интересно. Тогда вы сможете выбрать секту, которая вам по душе."
"10704081f024262e3ae00b62d10320ff","Спасибо, добрый хозяин."
"07cc740821824a06e01206e8d6b11c10","Я уже собирался вмешаться в вашу битву с бандитами, когда вы устроили мне впечатляющее представление. Ха-ха-ха."
"fe24b7e81f1c41eb4f91dc20caceb282","На меня напали бандиты, когда я путешествовал по диким местам, но мне удалось их победить. Только когда мастер по имени {0}{1} начал хлопать в ладоши, я понял, что там кто-то есть. Поговорив с ним, я узнал, что бывший Чемпион тоже страдал от потери памяти. Возможно, я смогу узнать правду о своём происхождении, если стану Чемпионом?' Я спрошу {0}{1} о сектах, когда у меня будет время."
"678d25c1653c242fc9a1771ea5eef4b1","Я ценю вашу доброту. Могу я узнать ваше имя?"
"91cf150b3f8d7d7345b2884782ace5ac","Ах, я всего лишь незначительная личность. Я почувствовал, что вы в опасности, и захотел помочь."
"17a9477a5c81431a5f26d58242582c3a","{0}, с джентльменом не поспоришь, сегодня я с вами поспорю!!"
"1b5c9ff4a9799eb73177b70271b1ed24","Хе-хе ~~ я хочу посмотреть, что за высокие материи вы обсуждаете!"
"a9a75271d806f972cdf53fd65205ac62","Это неприятно!! Я просто хочу поговорить с тобой кулаками!"
"7415e3158c6f8a91a67be6158a394ca9","Игнорируйте их"
"9ba27823c8aee32cf9828d8e422d79e3","Что? Тебе нечего сказать? Я не позволю тебе со мной спорить!"
"12883db1b4bb276fab42756d40a466e2","Ха-ха, давно не виделись. Ты поправился Я стал сильнее."
"230b29bbc20fd729783006c1393ea52d","Я лишь немного разбирался в основах. Нечем хвастаться."
"2f0fce5619a1734dfcf812f0dd6eab6d","Ха-ха-ха, твоя скромность достойна похвалы. Я знал, что ты предназначен для великих дел. Теперь, когда мы снова встретились, я хотел бы помочь тебе в обучении кунг-фу. Назови что-нибудь, и я помогу."
"287093301ea47fe605d71b3cc76d957e","Спасибо. Я подумаю об этом."
"a809cd6dfc23eb9e05548eaa6c2c6a5e","Мне нужно удобное оружие."
"9c9d0ecce6204388c3ee1c311811afe0","Тогда возьми это. В тот день, когда ты станешь чемпионом, не забудь пригласить меня на тост."
"c15acc74d4ea3de75240783ebe9b2b8c","Получено легендарное оружие"
"0848f81ff6b5829f47ef255cd4d2029f","Прошло много времени с тех пор, как мы с {0}{1} виделись в последний раз. Поздоровавшись, он предложил мне помощь в моих занятиях кунг-фу. По моей просьбе он подарил мне удобное оружие. Я был вне себя от радости."
"84fbb59ca963df48c0af9f3aad8f1153","Спасибо"
"fbf06d22641f6c079bdaadddcf27b2c7","Хорошо, у меня есть неотложные дела, так что я пойду. Пусть в день нашей следующей встречи ты достигнешь величия."
"f18fab056886458e6d8b60c0869280be","Я удвою свои усилия, чтобы не растратить впустую вашу доброту."
"260865e2350fd4c683037b7d15873b2f","Было бы здорово, если бы было подходящее скрытое оружие."
"8d8566df4e682acc4a8fc528adc0d0b2","Получено легендарное скрытое оружие."
"cb0e5a57b8f303f234e49aa5b3e6c8a7","Прошло много времени с тех пор, как {0}{1} и я в последний раз виделись. После того, как мы поприветствовали друг друга, он предложил мне помощь в занятиях кунг-фу. По моей просьбе он подарил мне скрытое оружие. Я был вне себя от радости."
"6544f5b0f2a8c7e377fed24356f80e6e","Хорошая шляпа была бы кстати."
"0a0686eeee3ca93d9221cea54ad94a8b","Получил легендарную шляпу."
"f854624558a6006aa96c074713fd1e35","Прошло много времени с тех пор, как мы с {0}{1} виделись в последний раз. После того, как мы повидались, он предложил мне помощь в занятиях кунг-фу. По моей просьбе он подарил мне головной убор. Я был вне себя от радости."
"97d83915503fa851bc084e34aad1a4ed","Хорошие одеяния были бы полезны."
"b58da7227723c8cd5a6c71b5a64ea65c","Получено легендарное одеяние."
"22097f7408b6e32ac3da036828f6daa1","Прошло много времени с тех пор, как {0}{1} и я в последний раз виделись. После того, как мы повидались, он предложил мне помощь в занятиях кунг-фу. По моей просьбе он подарил мне драгоценную одежду. Я был вне себя от радости."
"34e658f904cd04d292516b075e2be7d8","Было бы полезно иметь хорошие штаны."
"e0be9ffd5487d7406ea40d1ac5d61073","Получены легендарные штаны"
"adbdd865c650c19027ca92c2f2636224","Прошло много времени с тех пор, как мы с {0}{1} виделись в последний раз. После того, как мы поболтали, он предложил мне помощь в занятиях кунг-фу. По моей просьбе он подарил мне нижнее бельё. Я был вне себя от радости."
"db39800f925d402af78b75d0b3051ebf","Уникальный навык был бы полезен."
"3f4500a53347a7e8d8f20bf313f67cae","Приобретенный секретный навык"
"1d61f75d8aa4515bbd6327a843c7bf35","Прошло много времени с тех пор, как мы с {0}{1} виделись в последний раз. После того, как мы повидались, он предложил мне помощь в занятиях кунг-фу. По моей просьбе он обучил меня давно забытому навыку. Я был вне себя от радости."
"e443e02eaf2e7101b779ae1e20090daa","Уникальное внутреннее кунг-фу поможет."
"98bb2eb60aa4d1d637d905815b69a441","Приобретённое секретное внутреннее кунг-фу"
"bf60ade41d118516b0b8f1c7b4706c05","Прошло много времени с тех пор, как мы с {0}{1} в последний раз виделись. После того, как мы повидались, он предложил мне помощь в занятиях кунг-фу. По моей просьбе он обучил меня давно забытому внутреннему кунг-фу. Я был вне себя от радости."
"40bddf2ec87910becd0ac35d1a148c8b","Зелье поможет"
"bf041c365f895fc8a3e0762b2ccae785","Получено 10 пилюль Великого Возвращения"
"65fb1414ed3714ce6fa1a21151797c90","Прошло много времени с тех пор, как мы с {0}{1} виделись в последний раз. Поздоровавшись, он предложил мне помощь в занятиях кунг-фу. По моей просьбе он подарил мне несколько зелий. Я был вне себя от радости."
"5958aae1380c01ae41aac87033a220f4","{0}{1} — это нечто невероятное. Он узнал меня даже после моего перерождения в этом мире. Приняв его дар, я решил докопаться до сути всех своих тайн."
"080a9a43fbb54419619af92bee0406c5","Спасибо, добрый господин. Но, боюсь, мы никогда раньше не встречались."
"f7581237019fb6ff2eefb41aac95aa48","Ха-ха, неужели? Что ж, на этом и остановимся. Я в хорошем настроении. Если у вас есть просьба, не стесняйтесь её озвучивать."
"bfe2709e1b6543a1b31a0aedc0731f43","Прошло много времени с тех пор, как я в последний раз слышал о {0}{1}. Представьте моё горе, когда я узнал, что {0}{1} скончался. Я принял подарки от друга {0}{1} и поклялся удвоить свои усилия, чтобы не подвести {0}{1}."
"b297f44897bf73a59b938fe70780778d","Как тебя зовут? Кажется, мы раньше не встречались."
"df40c0d06fdc529419660d3a7a034d94","Вам знакомо имя Юйвэнь? Я его названый брат. Он часто говорил о вас. К сожалению, он недавно скончался. Он знал о вашем увлечении кунг-фу. Перед смертью он поручил мне найти вас и дать вам наставления."
"be838ed7c59f268cfb11c470079c3122","Нет, мастер [Юйвэнь]..Пожалуйста, мне нужно минутку."
"5080204807653d6ff85826c734d59d91","Хе-хе, мой брат всегда жил беззаботно. Если бы он увидел тебя такой, то, наверное, посмеялся бы. Дай мне знать, если у тебя есть какие-нибудь пожелания. Это было последнее желание моего брата."
"0a06b072a7b8781fb1505e70c1c92854","Прости меня, я ещё не постиг истинного смысла жизни и смерти."
"4301da74cef11dacd09dd4ac86d4e48a","Небесная святая"
"3fa5dfa70c943a24ca8fda730ea3c4d9","Кажется, они всё-таки заметили. Время выбрано не идеально, но когда прижмёт, мы должны довести дело до конца."
"2b9d984597441cff23df2688bdb0582b","Хозяин? Как ты здесь оказался? Ты видел, что только что произошло?"
"0b01023e8a48459d1cf535699d8cc63b","Мы в самом разгаре кризиса, так что нет времени на объяснения. Ты поднял тревогу среди почтенных. Заклинание подмены больше не работает. Я могу предстать перед тобой только в своём истинном обличье."
"78b2f8eb667a67168ca02ff21d62f2c1","Заклинание подмены.. оно похоже на заклинание одержимости этих двух почтенных!"
"32f52655340dcb1648ba520c6ac2c520","Хе-хе, не ожидал, что ты такой проницательный. Я не осмеливался раскрывать слишком много, пока к тебе не вернулись воспоминания, ведь на кону так много поставлено. Но теперь нет смысла больше скрывать это от тебя. Я расскажу тебе всё."
"e8c48e53fcd55701c002dc3f0adeb774","Кто ты?"
"ef3db1b78b18f29cd12926632e309a2c","Я — Небесный Святой. Веками я странствовал по миру кунг-фу и оттачивал свои навыки до совершенства. Но я был повержен, защищая обитателей этих Диких Земель, лишён своего изначального духа и вынужден был обитать в телах, чтобы существовать."
"4cc121ccb71c8b110f4076a308aaa632","Кто такие Достопочтенные?"
"5c75d6f6d803f4cc36379194b7b6303a","Ха, так называемые Достопочтенные — самые злые существа на этой земле. Много веков назад они основали храм Хуаньмос и использовали гнусные методы, чтобы собрать все навыки кунг-фу в мире, уничтожая при этом многочисленные секты. Всё, чего они хотели, — это контролировать Великую Дикую Землю и подчинить себе весь мир."
"bf297ddf4f846e557ab560386cd3bb0d","Кто я?"
"39ead1b91ab80aa9812813e30be36825","Что касается тебя, ха-ха. Сотни лет назад по Диким землям ходил непобедимый воин. Его называли легендой кунг-фу, непобедимым чемпионом мира боевых искусств. Возмущённый деяниями Храма Хуаньмос, праведный герой вместе со своим другом отправился свергать Хуаньмос."
"e4dc119f45886b41b93b62c490ae506b","Это было бы.. !"
